Date,Symbol,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Volume_MA_20
2023-08-01 00:00:00-04:00,AAPL,194.29467332466547,194.77980627337752,193.34418318178373,193.67091369628906,35175100,,1.4356230915937829,
2023-08-01 00:00:00-04:00,AMZN,133.5500030517578,133.69000244140625,131.6199951171875,131.69000244140625,42098500,,2.07000732421875,
2023-08-01 00:00:00-04:00,GOOGL,130.00034846859862,131.839325685076,129.90093855555864,130.76576232910156,23166800,,1.9383871295173662,
2023-08-01 00:00:00-04:00,MSFT,330.0577387535238,333.3564512189415,328.5905625133595,331.19012451171875,18311900,,4.765888705582029,
2023-08-01 00:00:00-04:00,TSLA,266.260009765625,266.4700012207031,260.25,261.07000732421875,83166000,,6.220001220703125,
2023-08-02 00:00:00-04:00,AAPL,193.1065805270162,193.24519211613384,189.9482153815842,190.6709747314453,50389300,-0.015489878720499006,3.296976734549645,
2023-08-02 00:00:00-04:00,AMZN,130.14999389648438,130.22999572753906,126.81999969482422,128.2100067138672,51027600,-0.026425663778747666,3.4099960327148438,
2023-08-02 00:00:00-04:00,GOOGL,128.67826774087553,129.31445170964074,126.79953577312962,127.61465454101562,26273300,-0.024097345757488564,2.514915936511116,
2023-08-02 00:00:00-04:00,MSFT,328.52161875649267,328.52161875649267,321.3629143538821,322.4854736328125,27761300,-0.026282942137057175,7.158704402610567,
2023-08-02 00:00:00-04:00,TSLA,255.57000732421875,259.5199890136719,250.49000549316406,254.11000061035156,101752900,-0.02665954157355066,9.029983520507812,
2023-08-03 00:00:00-04:00,AAPL,189.67096144116343,190.46301890335675,188.79968010371752,189.27491760253906,61235200,-0.007321812514319848,1.6633387996392344,
2023-08-03 00:00:00-04:00,AMZN,127.4800033569336,129.83999633789062,126.41000366210938,128.91000366210938,88585200,0.005459768439170398,3.42999267578125,
2023-08-03 00:00:00-04:00,GOOGL,127.20708521303177,128.61861780939276,126.66036110265438,127.68421936035156,20089500,0.0005451162296847833,1.958256706738382,
2023-08-03 00:00:00-04:00,MSFT,321.0083967714858,324.82899231411517,320.9591743749243,321.6582946777344,18253700,-0.002565011520549776,3.8698179391908525,
2023-08-03 00:00:00-04:00,TSLA,252.0399932861328,260.489990234375,252.0,259.32000732421875,97569100,0.020502958173047814,8.489990234375,
2023-08-04 00:00:00-04:00,AAPL,183.68094960257173,185.52251207833032,180.11663025996506,180.18594360351562,115956800,-0.048019960141308826,5.405881818365259,
2023-08-04 00:00:00-04:00,AMZN,141.05999755859375,143.6300048828125,139.32000732421875,139.57000732421875,153128500,0.08269337801006271,4.30999755859375,
2023-08-04 00:00:00-04:00,GOOGL,128.50929087810022,130.72599239661176,127.14746304178668,127.34626770019531,26147200,-0.002646777039866488,3.578529354825079,
2023-08-04 00:00:00-04:00,MSFT,326.7984288690622,330.00852304114176,322.229459739469,322.7611999511719,23741500,0.0034288102986508306,7.77906330167275,
2023-08-04 00:00:00-04:00,TSLA,260.9700012207031,264.7699890136719,253.11000061035156,253.86000061035156,99539900,-0.02105509239416581,11.659988403320312,
2023-08-07 00:00:00-04:00,AAPL,180.32454086912372,181.31462781819698,175.5919264611557,177.07705688476562,97576100,-0.017253769392749363,5.722701357041274,
2023-08-07 00:00:00-04:00,AMZN,140.99000549316406,142.5399932861328,138.9499969482422,142.22000122070312,71213100,0.01898684357254843,3.589996337890625,
2023-08-07 00:00:00-04:00,GOOGL,128.3900137818678,130.82540502553206,128.25084900131048,130.74588012695312,22746300,0.0266958151829102,2.574556024221579,
2023-08-07 00:00:00-04:00,MSFT,323.34216307349016,326.0401999902519,322.50517182513227,325.0555114746094,17741500,0.007108387017350948,3.535028165119627,
2023-08-07 00:00:00-04:00,TSLA,251.4499969482422,253.64999389648438,242.75999450683594,251.4499969482422,111097900,-0.009493435973824349,10.889999389648438,
2023-08-08 00:00:00-04:00,AAPL,177.9087289898081,178.48298124186843,175.81964489133262,178.01763916015625,67823000,0.00531171170301703,2.6633363505358147,
2023-08-08 00:00:00-04:00,AMZN,140.6199951171875,140.83999633789062,138.4199981689453,139.94000244140625,51710500,-0.016031491771390738,2.4199981689453125,
2023-08-08 00:00:00-04:00,GOOGL,129.8412894539787,130.72598301304316,128.76772617424507,130.61663818359375,23535200,-0.0009884972530980196,1.9582568387980928,
2023-08-08 00:00:00-04:00,MSFT,321.95377897989215,323.7163800029689,318.0544205048181,321.0577087402344,22327600,-0.012298830794281956,5.661959498150793,
2023-08-08 00:00:00-04:00,TSLA,247.4499969482422,250.9199981689453,245.00999450683594,249.6999969482422,96642200,-0.006959634206558429,5.910003662109375,
2023-08-09 00:00:00-04:00,AAPL,179.07704055404358,179.13644336005612,175.25530392276485,176.42361450195312,60378500,-0.008954307369333447,3.8811394372912673,
2023-08-09 00:00:00-04:00,AMZN,139.97000122070312,140.32000732421875,137.10000610351562,137.85000610351562,50017300,-0.01493494570121734,3.220001220703125,
2023-08-09 00:00:00-04:00,GOOGL,130.8751007464739,131.25282502828625,128.23095493467528,128.88702392578125,24912900,-0.013241913755132506,3.0218700936109713,
2023-08-09 00:00:00-04:00,MSFT,321.4712425475284,322.101427535395,316.134217875359,317.2961730957031,22373300,-0.011716073285674256,5.967209660035962,
