Date,Symbol,Open,High,Low,Close,Volume,Daily_Return,Price_Range,Volume_MA_20,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,EMA_50,SMA_Ratio_5_20,SMA_Ratio_20_50,Price_to_SMA20,Price_to_SMA50,RSI_14,ROC_5,ROC_10,ROC_20,MACD,MACD_Signal,MACD_Histogram,Stoch_K,Stoch_D,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Volatility_10,Volatility_30,Volume_SMA_10,Volume_SMA_20,Volume_Ratio,Volume_Rate_Change,OBV,VPT,PVT,Daily_Range,Gap,Close_Position,Up_Down,Consecutive_Days,High_20,Low_20,Distance_to_High,Distance_to_Low,Next_Day_Return,Target,Target_Binary
2024-05-15 00:00:00-04:00,AAPL,187.03529613574696,189.76253191302305,186.49780129168897,188.8368682861328,70400000,0.012217907820184282,3.264730621334053,64500740.0,185.29343872070314,182.43047943115235,175.0151397705078,172.2591094970703,179.49093521118164,181.1837335367277,176.8594511793784,175.66904234035923,1.0587280561194474,1.0159993296231706,1.078974473486974,1.0962373417432791,78.25161019539969,3.960457836818998,12.213430162455241,13.081744777229943,4.32428235734929,2.6610451738708627,1.6632371834784272,95.72791655863796,95.85833265173854,191.79266829775335,175.0151397705078,158.23761124326225,0.1917265963304138,0.911911936051233,4.219283400246297,30.983924047009904,27.819916995594607,75295250.0,64500740.0,1.0914603460363401,0.5624618539586437,-343888200,-2538719.8272347855,-2538719.8272348195,0.017288629338987116,0.002560982192252717,0.7164655421058956,1,3,189.76253191302305,163.0950004513954,0.004901922147361819,0.13631801918962322,0.0006324535196762238,1,1
2024-05-16 00:00:00-04:00,AAPL,189.58337106367236,190.21044329921963,188.77714401097435,188.956298828125,52845200,0.0006324535196762238,1.43329928824528,64986855.0,186.39229736328124,184.12698059082032,176.16109313964844,172.67614044189452,179.46736213684082,182.37951281232728,177.75551413963478,176.19027904144437,1.0580786826494213,1.0201820163969129,1.0726335506917717,1.0942814585997116,79.64218513429539,2.994785320516713,9.863878496269528,13.803571152872006,4.623998672692494,3.0536358736351894,1.5703627990573046,94.3291524401641,95.26255329935117,193.47883486085408,176.16109313964844,158.8433514184428,0.19661255970383104,0.8694247753103045,4.168302154891246,30.85877289213041,27.713631243284926,71158280.0,64986855.0,0.8131675244170533,0.07884776350978906,-291043000,-2505297.6944967913,-2505297.694496829,0.007585348025624759,0.003953162241646676,0.12499470181833203,1,4,190.21044329921963,163.0950004513954,0.0066372197109735185,0.13686391264602973,0.00015811438501733832,1,1
2024-05-17 00:00:00-04:00,AAPL,188.62785068172937,189.9218023921439,188.2993849653176,188.98617553710935,41282900,0.00015811438501733832,1.6224174268263027,63643530.0,187.74994812011718,184.7976852416992,177.4099281311035,173.09615478515624,179.45893814086915,183.39592246229375,178.58741513128385,176.6922341775745,1.0582832093893446,1.0249212546130873,1.0652514068854768,1.0917988084234194,76.89586604807856,3.725758076090946,3.679547156354346,15.2288151164927,4.808507331009906,3.4046101651101335,1.4038971658997728,94.46424553840336,94.84043817906849,194.64009752643045,177.4099281311035,160.17975873577655,0.19424132095464347,0.8359295878177924,3.806359422444142,13.117042262098508,27.73686979092409,58964160.0,63643530.0,0.6486582375301936,-0.18669608644687197,-249760100,-2498770.274151559,-2498770.2741516,0.008584847130829928,-0.0017382227977188881,0.42331311315806813,1,5,190.21044329921963,163.78088304598398,0.006478081048155238,0.1333710914012123,0.0061620950735696844,1,1
2024-05-20 00:00:00-04:00,AAPL,188.44869465688268,191.02663488992152,188.1301769262196,190.15072631835935,44361300,0.0061620950735696844,2.89645796370192,63455775.0,188.69751892089843,185.75083923339844,178.67524185180662,173.50506774902342,179.46331718444824,184.4351230555346,179.44395684121298,177.22017509063676,1.0560921421749316,1.0297984039881871,1.0642253753100863,1.0959375929780564,86.26303203294395,2.5552993946779567,5.277146966995749,15.351608211087653,4.991166214321623,3.7219213749524314,1.269244839369192,96.18038181306548,94.99125993054433,195.73606414343715,178.67524185180662,161.6144195601761,0.19097018831272425,0.8363110016151513,3.6589599891469526,11.032961195734512,27.558336088695995,55543320.0,63455775.0,0.6990900355405004,-0.3842539642000533,-205398800,-2225411.725964412,-2225411.7259644526,0.01523243176495962,-0.0028440222079690017,0.6975932043416601,1,6,191.02663488992152,163.9299466584378,0.00460639088012575,0.1378947120928766,0.006857240711112267,1,1
2024-05-21 00:00:00-04:00,AAPL,190.2004910768324,191.83285642957057,190.0312842327525,191.4546356201172,42309400,0.006857240711112267,1.8015721968180287,63094355.0,189.67694091796875,186.76580047607422,179.95307083129882,173.89990112304687,179.51966064453126,185.51504806547038,180.33363688590265,177.77854867344573,1.0540355885106611,1.0348083562391959,1.0639142457291033,1.1009473518023973,89.92376133865386,2.6249865657732574,5.598086720373674,15.40499039071328,5.181411179567732,4.013819335875492,1.1675918436922403,98.27836681097772,96.30766472081552,196.81155213623558,179.95307083129882,163.09458952636206,0.18736530837799523,0.8411210233228513,3.5320441075844338,11.03270564534918,27.555099295060646,52043680.0,63094355.0,0.6705734609696858,-0.19247007268063276,-163089400,-1935285.9858216788,-1935285.9858217146,0.00940991682433181,0.00026171216611469333,0.7900606980273139,1,7,191.83285642957057,165.2122420517991,0.0019755113697212546,0.13706846785568585,-0.0075384323685393495,1,0
2024-05-22 00:00:00-04:00,AAPL,191.3750008715001,191.9224436975809,189.38431073139583,190.0113677978516,34648500,-0.0075384323685393495,2.5381329661850884,62414190.0,189.9118408203125,187.6026397705078,181.0533706665039,174.25632720947266,179.58433219909668,186.2067895627598,181.0505059431687,178.2583987189603,1.0489273970498219,1.0390060066448006,1.0494771077631475,1.0904130188021228,83.67651537532353,0.6219651503323709,4.607055654689973,13.098388796047388,5.1562836195911075,4.2423121926186145,0.913971426972493,84.81528276519117,93.09134379641146,197.49592441788792,181.0533706665039,164.61081691511987,0.18163211975402355,0.7724028538022468,3.4208189953126498,12.76936731737795,27.39818972638651,51002820.0,62414190.0,0.5551381825190714,-0.5078338068181818,-197737900,-2196481.3597430144,-2196481.35974305,0.013357795355093266,-0.00041594578454131714,0.24705445885219338,-1,-1,191.9224436975809,167.14057238305094,0.010057692452182356,0.12036540592209372,-0.021058037347265968,0,0
2024-05-23 00:00:00-04:00,AAPL,190.0910072071952,190.11091836221465,185.76126503778056,186.01010131835935,51005900,-0.021058037347265968,4.349653324434058,62436570.0,189.32260131835938,187.85744934082032,181.9103691101074,174.5744757080078,179.6242945098877,186.17652983285205,181.41788342621106,178.56246720694787,1.0407466173836712,1.0420215691460508,1.0225371001571133,1.0655057136157675,59.11411759531284,-1.5591951832447326,1.3888955888059717,10.149792994046368,4.758646406640992,4.34557903542309,0.4130673712179016,53.02266789269183,78.70543915628691,197.4406277546933,181.9103691101074,166.3801104655215,0.1707462715903312,0.6319917556453952,2.7396438626629305,17.639756612095027,25.78381844625013,51205110.0,62436570.0,0.8169234793006727,-0.03480543171376016,-248743800,-3270565.506873928,-3270565.5068739615,0.0233839629869863,0.00041912970927258236,0.05720830190786774,-1,-2,191.9224436975809,168.0947990703537,0.03178506079679227,0.09631359867571553,0.016588110045660853,2,1
2024-05-24 00:00:00-04:00,AAPL,187.94106857836448,189.6928704821682,187.16468542966413,189.0956573486328,36327000,0.016588110045660853,2.528185052504057,62011000.0,189.34449768066406,188.54722290039064,182.95096893310546,174.9171597290039,179.6876547241211,186.6256263737414,181.98660748904246,178.97563812559926,1.0349466788005717,1.0459292228192374,1.033586531141981,1.0810583572337638,69.35823577214231,0.057931121793597384,3.785847571333356,12.367211617608632,4.639018884698942,4.40426700527826,0.23475187942068132,75.82067591325547,71.2195421903795,197.3872657664191,182.95096893310546,168.51467209979182,0.15781601942312914,0.7128207976905714,2.734319722104193,18.455342321939344,26.053933605309393,49761860.0,62011000.0,0.5858154198448662,-0.12004728349994787,-212416800,-2667969.233245206,-2667969.2332452405,0.013369873681672553,0.010380980636638925,0.7637779192848787,1,1,191.9224436975809,168.0947990703537,0.014948975500459922,0.11105944246810567,5.261215729790436e-05,1,1
2024-05-28 00:00:00-04:00,AAPL,190.61851957640835,192.1015891258543,188.219749617586,189.1056060791016,52280100,5.261215729790436e-05,3.881839508268314,61216535.0,189.1354736328125,188.91649627685547,183.78332595825194,175.26759735107422,179.75215377807618,187.00716171302759,182.5139407768125,179.37298845639006,1.0291220525401545,1.0485870105819963,1.028959537504826,1.078953605442019,68.38215041592024,-0.5496272664812007,1.9916275059833621,9.652840437442588,4.493220936215096,4.422057791465628,0.07116314474946783,74.48246294291128,67.77526891628621,197.57777359863263,183.78332595825194,169.98887831787124,0.1501164218076479,0.6929138541680228,2.757415726205175,16.79380406306353,25.017956583937977,47785390.0,61216535.0,0.8540192612992552,0.1785069418614873,-160136700,-2665218.664400456,-2665218.66440049,0.020527363459783243,0.008053396091311898,0.22820532884698813,1,2,192.1015891258543,168.0947990703537,0.01584290973108176,0.11110620908805428,0.0015790885746040928,1,1
2024-05-29 00:00:00-04:00,AAPL,188.7273931739324,191.35510374397245,188.6278525845266,189.4042205810547,53068000,0.0015790885746040928,2.727251159445842,60573195.0,188.725390625,189.20116577148437,184.78816223144528,175.60213897705077,179.81784851074218,187.37594000041636,183.02433192618707,179.76646209599613,1.0213067132981353,1.052311568115893,1.024980270888932,1.0785985961469848,68.32342305539159,-1.070966515081373,1.525907323547071,11.869956170550555,4.35160807422929,4.407967848018361,-0.056359773789070644,75.66610957057468,75.32308280891382,196.97713992005058,184.78816223144528,172.59918454284,0.13192379361767473,0.6893537943680325,2.837199017742232,16.633593866785276,24.101075587180205,47852830.0,60573195.0,0.8760970921213583,0.25428391799458283,-107068700,-2581419.591923366,-2581419.5919233984,0.014399104471268777,-0.002000008952727655,0.2846705166259174,1,3,192.1015891258543,168.0947990703537,0.014241332830517836,0.112507638136721,0.0052551419724566895,1,1
